author,url_identifier,type,subject,campus,date_issued,language,title,department,peerreviewed
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167334,Archival Material,Other,Other,2021-01-01,Other,"Turcotte, Jeremiah G., January 31, 2006",Center for the History of Medicine (University of Michigan) Oral History Interviews,No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167577,Archival Material,Other,Other,2021-01-01,Other,"Disc 12 of 13, May 2002",Jack Kausch collection,No
"Stahl, Alexander",https://hdl.handle.net/2027.42/167207,Thesis,Other,Other,2021-01-01,en_US,Learning Is a Kahoot! A Look at Engagement and its Effect on Assessment During the COVID-19 Pandemic,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168919,Archival Material,Other,Other,2021-01-01,Other,Opportunity Hub,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168712,Archival Material,Other,Other,2021-01-01,Other,1994,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168610,Archival Material,Other,Other,2021-01-01,Other,Instructional track casebook,University Human Resources (University of Michigan) records and publications,No
"Stadler, Shelby",https://hdl.handle.net/2027.42/168574,Thesis,Other,Other,2021-01-01,en_US,"Drivers of female and male body size in the Aegean wall lizard, Podarcis erhardii",Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168687,Archival Material,Other,Other,2021-01-01,Other,"Mathematics Review, Miscellaneous Committee and Task Force files, and related material, circa 1992-1994","College of Literature, Science and the Arts records and publications",No
"Interfaith Council for Peace and Justice (Ann Arbor, Mich.)",https://hdl.handle.net/2027.42/167657,Archival Material,Other,Other,2021-01-01,Other,"Globalization, 2005","Interfaith Council for Peace and Justice (Ann Arbor, Mich.) records",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168857,Archival Material,Other,Other,2021-01-01,Other,Opportunity Hub,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168777,Archival Material,Other,Other,2021-01-01,Other,Provost,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168665,Archival Material,Other,Other,2021-01-01,Other,2014-2015,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168992,Archival Material,Other,Other,2021-01-01,Other,"Retreat Memo Correspondence, 2008-2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168684,Archival Material,Other,Other,2021-01-01,Other,"Language Resource Center, 1994","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168614,Archival Material,Other,Other,2021-01-01,Other,Instructional track casebooks,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168629,Archival Material,Other,Other,2021-01-01,Other,Clinical track casebooks,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168742,Archival Material,Other,Other,2021-01-01,Other,Political Science,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168848,Archival Material,Other,Other,2021-01-01,Other,Faculty Meetings,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167162,Archival Material,Other,Other,2021-01-01,Other,"Disk 8 of 9, 2005",Dance Gallery Foundation records,No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167572,Archival Material,Other,Other,2021-01-01,Other,"Disc 8 of 13, 2000-2002",Jack Kausch collection,No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167567,Archival Material,Other,Other,2021-01-01,Other,"Disc 1 of 13, July 2000",Jack Kausch collection,No
"Butterfield, Zachary",https://hdl.handle.net/2027.42/168011,Thesis,Science,Other,2021-01-01,en_US,A Multi-Scale Assessment of Solar-Induced Chlorophyll Fluorescence and Its Relation to Northern Hemisphere Forest Productivity,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168624,Archival Material,Other,Other,2021-01-01,Other,Supporting documents,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168906,Archival Material,Other,Other,2021-01-01,Other,Faculty,"College of Literature, Science and the Arts records and publications",No
"Moon, John",https://hdl.handle.net/2027.42/167995,Thesis,Engineering,Other,2021-01-01,en_US,Temporal Data Analysis Using Reservoir Computing and Dynamic Memristors,Dissertations and Theses (Ph.D. and Master's),No
"Lundahl, Christine",https://hdl.handle.net/2027.42/167923,Thesis,Arts,Other,2021-01-01,en_US,Wind Music Through the Ages: A Summary of Dissertation Recitals,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168866,Archival Material,Other,Other,2021-01-01,Other,Afroamerican and African Studies (DAAS),"College of Literature, Science and the Arts records and publications",No
"Kauper, Paul G.",https://hdl.handle.net/2027.42/167410,Archival Material,Other,Other,2021-01-01,Other,Lecture 1: Introduction to Church-State Relations,Paul G. Kauper papers,No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167568,Archival Material,Other,Other,2021-01-01,Other,"Disc 2 of 13, 2000",Jack Kausch collection,No
"Pan, Shaowu",https://hdl.handle.net/2027.42/168008,Thesis,Engineering,Other,2021-01-01,en_US,Robust and Interpretable Learning for Operator-Theoretic Modeling of Non-linear Dynamics,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169023,Archival Material,Other,Other,2021-01-01,Other,"Revisions, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
Huron River Watershed Council.,https://hdl.handle.net/2027.42/167664,Archival Material,Other,Other,2021-01-01,Other,Digital Materials,Huron River Watershed Council Records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169045,Archival Material,Other,Other,2021-01-01,Other,"ONE Campus Challenge, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169067,Archival Material,Other,Other,2021-01-01,Other,"Detroit Partnership, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167309,Archival Material,Other,Other,2021-01-01,Other,Disc 3 of 3,Center for the History of Medicine (University of Michigan) Oral History Interviews,No
"Magnaghi, Russell M.",https://hdl.handle.net/2027.42/167592,Archival Material,Other,Other,2021-01-01,Other,Transcript,Russell M. Magnaghi collection,No
"Cabrera-Haro, Lilian",https://hdl.handle.net/2027.42/167993,Thesis,Social Sciences,Other,2021-01-01,en_US,Asymmetrical Learning of Win and Loss Associations: Individual Differences and Task Effects,Dissertations and Theses (Ph.D. and Master's),No
"Sanderson, Mimi",https://hdl.handle.net/2027.42/167183,Archival Material,Other,Ann Arbor,2021-01-01,en_US,"The Parishfield Community Brighton, Michigan and Detroit: A Story of Community","Assorted Organizations, Individuals, Events, Publications, and Other Collections",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168878,Archival Material,Other,Other,2021-01-01,Other,Economics,"College of Literature, Science and the Arts records and publications",No
"Wine, Sherwin T.",https://hdl.handle.net/2027.42/167684,Archival Material,Other,Other,2021-01-01,Other,"Rabbi Wine at the Triangle Chapter of Humanistic Judaism, September 12, 2003",Sherwin T. Wine papers,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169035,Archival Material,Other,Other,2021-01-01,Other,"China Entrepreneur Network, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168828,Archival Material,Other,Other,2021-01-01,Other,Sociology,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168888,Archival Material,Other,Other,2021-01-01,Other,Sociology,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169043,Archival Material,Other,Other,2021-01-01,Other,"NAACP, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168199,Archival Material,Other,Other,2021-01-01,Other,2017,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168721,Archival Material,Other,Other,2021-01-01,Other,"National Science Foundation (NSF) Material, 1994","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169105,Archival Material,Other,Other,2021-01-01,Other,"Sigma Gamma Rho Sorority, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167159,Archival Material,Other,Other,2021-01-01,Other,"Disk 5 of 9, 2002",Dance Gallery Foundation records,No
"Variansyah, Ilham",https://hdl.handle.net/2027.42/167951,Thesis,Engineering,Other,2021-01-01,en_US,A Robust Second-Order Multiple Balance Method and Alpha-Weighted Multigroup Constants for Time-Dependent Nuclear Reactor Simulations,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168951,Archival Material,Other,Other,2021-01-01,Other,"Division of Student Affairs (DSA) Emerging Leaders, 2013",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169108,Archival Material,Other,Other,2021-01-01,Other,"Sinaboro, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Cleage, Albert B.",https://hdl.handle.net/2027.42/167563,Archival Material,Other,Other,2021-01-01,Other,"The Anointment of Jesus, December 6, 1987",Albert B. Cleage Jr. papers,No
"Cathey, Amber",https://hdl.handle.net/2027.42/167955,Thesis,Health Sciences,Other,2021-01-01,en_US,Phthalate Exposures and Hormonal Disruption in Relation to Birth Outcomes,Dissertations and Theses (Ph.D. and Master's),No
"Becker, Marc",https://hdl.handle.net/2027.42/168091,Thesis,Science,Other,2021-01-01,en_US,Development of New Methods Involving Strained Heterocycles,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168655,Archival Material,Other,Other,2021-01-01,Other,Supporting documents,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169042,Archival Material,Other,Other,2021-01-01,Other,"Interfaith Action, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167155,Archival Material,Other,Other,2021-01-01,Other,"Disk 1 of 9, 1998",Dance Gallery Foundation records,No
"Kazemi Lari, Mohammad Ali",https://hdl.handle.net/2027.42/168099,Thesis,Health Sciences,Other,2021-01-01,en_US,Multidisciplinary Study of Soft Shape Morphing Systems,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168615,Archival Material,Other,Other,2021-01-01,Other,Supporting documents,University Human Resources (University of Michigan) records and publications,No
"Jondahl, Lynn",https://hdl.handle.net/2027.42/167186,Archival Material,Other,Other,2021-01-01,Other,"Team 14 Agreement, circa 2000-2002 and undated",Lynn Jondahl papers,No
"Cresswell, Jennifer",https://hdl.handle.net/2027.42/168083,Thesis,Arts,Other,2021-01-01,en_US,"Murder, She Sang: A Progression on Sopranos and Death",Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169104,Archival Material,Other,Other,2021-01-01,Other,"Sexual Assault Prevention and Awareness Center (SAPAC), 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168652,Archival Material,Other,Other,2021-01-01,Other,Research scientist casebook,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168893,Archival Material,Other,Other,2021-01-01,Other,Associate Professor,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169132,Archival Material,Other,Other,2021-01-01,Other,"Malaysian Student Association, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Omari, Amel",https://hdl.handle.net/2027.42/168034,Thesis,Health Sciences,Other,2021-01-01,en_US,The Health Benefits of Educational Attainment and Citizenship for Racialized Migrants to France,Dissertations and Theses (Ph.D. and Master's),No
"Nyadjro et al., E.S.",https://hdl.handle.net/2027.42/168391,Article,Science,Ann Arbor,2021-01-01,en_US,Enhancing Satellite Oceanography-Driven Research in West Africa: a Case Study of Capacity Development in an Underserved Region,"Earth and Environmental Sciences, Department of",Yes
University of Michigan. Engineering Research Center for Reconfigurable Machining Systems.,https://hdl.handle.net/2027.42/167208,Archival Material,Other,Other,2021-01-01,Other,"Engineering Research Center/Reconfigurable Manufacturing Systems Patents, December 2004",Engineering Research Center for Reconfigurable Machining Systems (University of Michigan) records,No
"Spaulding, De Witt C., b. 1841 or 2.",https://hdl.handle.net/2027.42/167626,Archival Material,Other,Other,2021-01-01,Other,"Diary transcription, 1861-1864, 2011",De Witt C. Spaulding papers,No
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169184,Archival Material,Other,Other,2021-01-01,Other,"Disc 1 of 2, 1997",Student Advocacy Center of Michigan records,No
"Carlberg, Rachael",https://hdl.handle.net/2027.42/168570,Thesis,Other,Other,2021-01-01,en_US,Human activities have opposing impacts on Mediterranean Yellow-Legged Gull (Larus michahellis) breeding populations,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168956,Archival Material,Other,Other,2021-01-01,Other,"Leadership Connection, 2009",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169049,Archival Material,Other,Other,2021-01-01,Other,"SERVE at the Ginsberg Center, 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Cumbey, Constance E.",https://hdl.handle.net/2027.42/167281,Archival Material,Other,Other,2021-01-01,Other,"Law Talk, February 27, 2004",Constance E. Cumbey Papers,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168702,Archival Material,Other,Other,2021-01-01,Other,"Coordinating Committee on the Undergraduate Experience (CCUE) and related material, circa 1991-1992","College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168912,Archival Material,Other,Other,2021-01-01,Other,"Human Resources, LSA","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169028,Archival Material,Other,Other,2021-01-01,Other,"Awarded Grants, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169041,Archival Material,Other,Other,2021-01-01,Other,"I Miss You, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Michigan Medicine. Volunteer Services.,https://hdl.handle.net/2027.42/167275,Archival Material,Other,Other,2021-01-01,Other,Disc 2 of 3,Michigan Medicine (University of Michigan) publications,No
"Magnaghi, Russell M.",https://hdl.handle.net/2027.42/167598,Archival Material,Other,Other,2021-01-01,Other,Transcript,Russell M. Magnaghi collection,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169147,Archival Material,Other,Other,2021-01-01,Other,"Division of Student Affairs (Office of Student Affairs), circa 2009-2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168622,Archival Material,Other,Other,2021-01-01,Other,Instructional track casebook,University Human Resources (University of Michigan) records and publications,No
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169188,Archival Material,Other,Other,2021-01-01,Other,"Quarter Report, Budget, and Student Intake Spreadsheet, 1996-1997",Student Advocacy Center of Michigan records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168737,Archival Material,Other,Other,2021-01-01,Other,History of Art,"College of Literature, Science and the Arts records and publications",No
"Ouyang, Zhicheng",https://hdl.handle.net/2027.42/168087,Thesis,Engineering,Other,2021-01-01,en_US,"Computational Frameworks for Probabilistic Performance-Based Wind Assessment of Envelope
Systems of Engineered Buildings",Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168794,Archival Material,Other,Other,2021-01-01,Other,Applied Physics Program,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168818,Archival Material,Other,Other,2021-01-01,Other,Museum of Paleontology,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168886,Archival Material,Other,Other,2021-01-01,Other,Political Science,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169008,Archival Material,Other,Other,2021-01-01,Other,"SIBS Photoshoot, circa 2009",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Krebs, M. (Michelle)",https://hdl.handle.net/2027.42/167339,Archival Material,Other,Other,2021-01-01,Other,"February 21, 2009",Michelle Krebs papers,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168944,Archival Material,Other,Other,2021-01-01,Other,"Midwest Asian American Student Union (MAASU), circa 2008",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168586,Archival Material,Other,Other,2021-01-01,Other,Out of season casebook,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168824,Archival Material,Other,Other,2021-01-01,Other,Residential College,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169054,Archival Material,Other,Other,2021-01-01,Other,"Grants Summary, circa 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Michigan Medicine. Volunteer Services.,https://hdl.handle.net/2027.42/167276,Archival Material,Other,Other,2021-01-01,Other,Disc 3 of 3,Michigan Medicine (University of Michigan) publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168710,Archival Material,Other,Other,2021-01-01,Other,"First Year Seminar Course Information, 1994","College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168709,Archival Material,Other,Other,2021-01-01,Other,"First Year Experience Task Force, 1994","College of Literature, Science and the Arts records and publications",No
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167156,Archival Material,Other,Other,2021-01-01,Other,"Disk 2 of 9, 1999",Dance Gallery Foundation records,No
"Wine, Sherwin T.",https://hdl.handle.net/2027.42/167682,Archival Material,Other,Other,2021-01-01,Other,"Volume I Edits, October 25, 2011",Sherwin T. Wine papers,No
"Olson, Nicole",https://hdl.handle.net/2027.42/168057,Thesis,Science,Other,2021-01-01,en_US,Microscopic and Spectroscopic Analysis of Atmospheric Aerosols from Organic and Freshwater Sources,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168799,Archival Material,Other,Other,2021-01-01,Other,"Classical Art and Archaeology, Interdepartmental Program in","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169050,Archival Material,Other,Other,2021-01-01,Other,"Sigma Lambda Gamma Sorority, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168939,Archival Material,Other,Other,2021-01-01,Other,"Graduation, 2009, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Wine, Sherwin T.",https://hdl.handle.net/2027.42/167681,Archival Material,Other,Other,2021-01-01,Other,"Armenian Jewish Cemetery, 2003",Sherwin T. Wine papers,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168865,Archival Material,Other,Other,2021-01-01,Other,Undergraduate Associate Dean,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168583,Archival Material,Other,Other,2021-01-01,Other,Humanities division,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168887,Archival Material,Other,Other,2021-01-01,Other,Psychology,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168847,Archival Material,Other,Other,2021-01-01,Other,Faculty,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168207,Archival Material,Other,Other,2021-01-01,Other,Fall 2009,"College of Literature, Science and the Arts records and publications",No
"Bolcom, William.",https://hdl.handle.net/2027.42/168572,Archival Material,Other,Other,2021-01-01,Other,Disk 1 of 3,William Bolcom and Joan Morris papers,No
"Wine, Sherwin T.",https://hdl.handle.net/2027.42/167675,Archival Material,Other,Other,2021-01-01,Other,"Disk 1 of 2, 2004",Sherwin T. Wine papers,No
"Snyder, Catherine",https://hdl.handle.net/2027.42/167950,Thesis,Science,Other,2021-01-01,en_US,Polymer Nanoparticle Design for Ovarian Cancer Therapies,Dissertations and Theses (Ph.D. and Master's),No
"Fulton, Amanda",https://hdl.handle.net/2027.42/168094,Thesis,Social Sciences,Other,2021-01-01,en_US,College President Responses to Student Activism on Campus,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168800,Archival Material,Other,Other,2021-01-01,Other,Classical Studies,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169066,Archival Material,Other,Other,2021-01-01,Other,"Delta Tau Lambda Sorority, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168204,Archival Material,Other,Other,2021-01-01,Other,2012,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168957,Archival Material,Other,Other,2021-01-01,Other,"Global Intercultural Experience for Undergraduates (GIEU), 2009-2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168781,Archival Material,Other,Other,2021-01-01,Other,Shanghai Jiao Tong University Joint Institute,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168616,Archival Material,Other,Other,2021-01-01,Other,Instructional track casebook,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169069,Archival Material,Other,Other,2021-01-01,Other,"F.O.K.U.S, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Leak, Charles",https://hdl.handle.net/2027.42/168096,Thesis,Engineering,Other,2021-01-01,en_US,Techniques for Pixelated Ambipolar-Sensitive Semiconductor Gamma-Ray Spectrometers,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168627,Archival Material,Other,Other,2021-01-01,Other,Research track casebook,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169089,Archival Material,Other,Other,2021-01-01,Other,"NAACP, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168830,Archival Material,Other,Other,2021-01-01,Other,Sweetland Writing Center,"College of Literature, Science and the Arts records and publications",No
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169183,Archival Material,Other,Other,2021-01-01,Other,"Hands Logo, 1999",Student Advocacy Center of Michigan records,No
"Magnaghi, Russell M.",https://hdl.handle.net/2027.42/167590,Archival Material,Other,Other,2021-01-01,Other,Transcript,Russell M. Magnaghi collection,No
"Mihaliov, Alexa",https://hdl.handle.net/2027.42/167917,Thesis,Science,Other,2021-01-01,en_US,"Revisiting Unsolved Mysteries: A Journey Into Bulk and Surface Characteristics of Samarium Hexaboride
Using Transport Measurements",Dissertations and Theses (Ph.D. and Master's),No
"Li, Manqi",https://hdl.handle.net/2027.42/168093,Thesis,Business and Economics,Other,2021-01-01,en_US,Data-Driven Operations Management,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168843,Archival Material,Other,Other,2021-01-01,Other,"Divisional Associate Deans (Humanities, Social Sciences, Natural Sciences)","College of Literature, Science and the Arts records and publications",No
University of Michigan. Program in Conflict Management Alternatives.,https://hdl.handle.net/2027.42/167264,Archival Material,Other,Other,2021-01-01,Other,Disk 2 of 4,Program in Conflict Management Alternatives (University of Michigan) records,No
"Jassem, Abhijit",https://hdl.handle.net/2027.42/168037,Thesis,Engineering,Other,2021-01-01,en_US,Analysis of Non-Uniform Cathode Emission and Backward Wave Oscillations in a Traveling Wave Tube,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168795,Archival Material,Other,Other,2021-01-01,Other,Asian Languages and Culture,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168766,Archival Material,Other,Other,2021-01-01,Other,Fees,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168666,Archival Material,Other,Other,2021-01-01,Other,2015-2016,University Human Resources (University of Michigan) records and publications,No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167571,Archival Material,Other,Other,2021-01-01,Other,"Disc 4 of 13, May 2002",Jack Kausch collection,No
"Aixilafu, Paheliya",https://hdl.handle.net/2027.42/168064,Thesis,Health Sciences,Other,2021-01-01,en_US,"Metal Exposure During Pregnancy: Trends, Predictors, Associations with Birth Outcomes and the Modifying Effect of Maternal Psychosocial Stress",Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168901,Archival Material,Other,Other,2021-01-01,Other,"Diversity, Equity, and Inclusion","College of Literature, Science and the Arts records and publications",No
